,name,gubun,score,visitCount,blogCount
0,7번방,포장마차,4.47/5,방문자 리뷰_ 59,블로그 리뷰_ 128
1,스케줄합정,양식,4.47/5,"방문자 리뷰_ 1,102",블로그 리뷰_ 955
2,우동 카덴,"우동,소바",4.23/5,"방문자 리뷰_ 1,664","블로그 리뷰_ 1,987"
3,산울림1992,요리주점,4.47/5,방문자 리뷰_ 398,블로그 리뷰_ 680
4,우와,일식당,4.45/5,"방문자 리뷰_ 1,153","블로그 리뷰_ 1,742"
5,모센즈스위트,"카페,디저트",4.65/5,방문자 리뷰_ 535,블로그 리뷰_ 464
6,옥동식,국밥,4.44/5,"방문자 리뷰_ 1,402","블로그 리뷰_ 1,385"
7,홍대IN파스타,"스파게티,파스타전문",4.42/5,"방문자 리뷰_ 1,081","블로그 리뷰_ 1,231"
8,피오니,케이크전문,4.42/5,"방문자 리뷰_ 2,414","블로그 리뷰_ 2,450"
9,카쿠시타,일식당,4.54/5,방문자 리뷰_ 516,블로그 리뷰_ 513
10,브런치가,브런치,4.2/5,"방문자 리뷰_ 1,125","블로그 리뷰_ 1,306"
11,로쏘 1924 나폴리 화덕피자 홍대점,피자,4.68/5,"방문자 리뷰_ 4,110","블로그 리뷰_ 1,405"
12,샌드커피 논탄토 연남,카페,4.5/5,방문자 리뷰_ 917,블로그 리뷰_ 723
13,신미경홍대닭갈비,닭갈비,4.47/5,"방문자 리뷰_ 1,865","블로그 리뷰_ 1,257"
14,유메 홍대본점,이자카야,4.47/5,방문자 리뷰_ 287,블로그 리뷰_ 932
15,또보겠지떡볶이집 붕붕허니비점,분식,4.58/5,"방문자 리뷰_ 1,824","블로그 리뷰_ 1,423"
16,광야,이탈리아음식,4.57/5,방문자 리뷰_ 832,블로그 리뷰_ 905
17,하이디라오 홍대점,중식당,4.61/5,"방문자 리뷰_ 4,084",블로그 리뷰_ 856
18,육지,"육류,고기요리",4.79/5,방문자 리뷰_ 636,블로그 리뷰_ 320
19,콜린,"카페,디저트",4.49/5,"방문자 리뷰_ 2,005","블로그 리뷰_ 1,218"
20,943 킹스크로스CAFE,"카페,디저트",4.25/5,"방문자 리뷰_ 1,023",블로그 리뷰_ 904
21,느린마을양조장 홍대점,요리주점,4.62/5,방문자 리뷰_ 493,블로그 리뷰_ 234
22,도토리앤다람쥐,카페,4.65/5,방문자 리뷰_ 197,블로그 리뷰_ 205
23,공상온도,"카페,디저트",4.41/5,방문자 리뷰_ 277,블로그 리뷰_ 682
24,스케줄합정,양식,4.41/5,"방문자 리뷰_ 1,102",블로그 리뷰_ 954
25,경주식당,한식,4.45/5,방문자 리뷰_ 509,"블로그 리뷰_ 1,396"
26,빠넬로,이탈리아음식,4.34/5,방문자 리뷰_ 283,블로그 리뷰_ 698
27,올바른김밥,김밥,4.79/5,"방문자 리뷰_ 1,688",블로그 리뷰_ 134
28,하카타분코,일본식라면,4.28/5,방문자 리뷰_ 632,"블로그 리뷰_ 1,562"
29,칸다소바,일본식라면,4.46/5,"방문자 리뷰_ 1,875","블로그 리뷰_ 1,022"
30,버터베이커리,베이커리,4.57/5,"방문자 리뷰_ 1,271",블로그 리뷰_ 444
31,가미우동,"우동,소바",4.58/5,"방문자 리뷰_ 1,061",블로그 리뷰_ 947
32,스테이크 슈퍼,"스테이크,립",4.92/5,방문자 리뷰_ 546,블로그 리뷰_ 296
33,카와카츠,돈가스,4.47/5,방문자 리뷰_ 582,블로그 리뷰_ 674
34,오모테나시 오마카세,일식당,4.47/5,방문자 리뷰_ 109,블로그 리뷰_ 454
35,중화복춘 공원,중식당,4.42/5,방문자 리뷰_ 458,블로그 리뷰_ 792
36,야키토리 나루토,"일식튀김,꼬치",4.87/5,방문자 리뷰_ 510,블로그 리뷰_ 506
37,아오이토리,베이커리,4.44/5,"방문자 리뷰_ 2,177","블로그 리뷰_ 1,293"
38,개화기요정,요리주점,4.44/5,방문자 리뷰_ 406,블로그 리뷰_ 722
39,연남물갈비,"육류,고기요리",4.48/5,방문자 리뷰_ 642,블로그 리뷰_ 501
40,어메이징농카이,태국음식,4.48/5,방문자 리뷰_ 611,블로그 리뷰_ 523
41,프리모바치오바치 홍대본점,이탈리아음식,4.39/5,"방문자 리뷰_ 1,617","블로그 리뷰_ 1,574"
42,피자네버슬립스,피자,4.58/5,"방문자 리뷰_ 1,172","블로그 리뷰_ 1,237"
43,카페 공명,"카페,디저트",4.49/5,"방문자 리뷰_ 1,306",블로그 리뷰_ 717
44,비스트로사랑방,"스파게티,파스타전문",4.54/5,방문자 리뷰_ 459,블로그 리뷰_ 649
45,불떡클럽 연남본점,떡볶이,4.54/5,"방문자 리뷰_ 1,285",블로그 리뷰_ 187
46,부탄츄 홍대본점,일본식라면,4.24/5,방문자 리뷰_ 998,"블로그 리뷰_ 1,077"
47,풀뜯는돼지,"육류,고기요리",4.81/5,방문자 리뷰_ 519,블로그 리뷰_ 226
48,해피베어데이,"카페,디저트",4.77/5,방문자 리뷰_ 518,블로그 리뷰_ 473
49,금별맥주 홍대직영점,"맥주,호프",4.51/5,방문자 리뷰_ 342,블로그 리뷰_ 291
50,감성타코 홍대점,"멕시코,남미음식",4.34/5,"방문자 리뷰_ 1,339","블로그 리뷰_ 1,952"
51,상수주택,요리주점,4.34/5,방문자 리뷰_ 60,블로그 리뷰_ 15
52,슬로우캘리 연남본점,"다이어트,샐러드",4.59/5,"방문자 리뷰_ 1,639","블로그 리뷰_ 1,041"
53,소코아 홍대점,카레,4.6/5,방문자 리뷰_ 623,블로그 리뷰_ 414
